0,0.05,0.075,0.002,2250.0,707.7,24.0,3500.0,0.005,0.01,0.014158966748923722,2.8317933497847446e-05,0.06371535037015676,3499.2125877964,133.78731850163993,0.10098669805260906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,3499.2125877964,,3.7279391219126636,200.0,24.0,1.33,8.31446261815324,0.01801528,461.52280831345604,28800.0,0.6726284075267152,0.007853981633974483,0.031415926535897934,4.0,0.03394813291177688,2719.234527325935,1.7018499007766437,5.909201044363346e-05,14.2149529855395,0.48257111328775454,0.1758454537308274,1.137362358575086,0.2617993877991494,8190.0,1375000000.0,1.5,"Thickness nozzle too small to manufacture, was made 5 mm, such that regenerative cooling can be used",0.005,0.05,0.18660254037844387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,3.3045113000302,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.78731850163993,0.6,5.0,0.0038000000000000004,1361.0,44.59577283387998,3932209.245160808,2889.2059112129373,0.032766916116002916,0.1021275346783555,19.0,0.5,2650.0,parabolic,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,1.66,,,,,,,,,,,,,14.2149529855395,,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.7018499007766437,1000.0,0.0018909443341962708,2077.26439404998,300.0,15.2149529855395,"[(14.2149529855395, 30000000.0)]",90000000.0,2700.0,0.05,0.17409584365249284,0.27409584365249284,8.626629293752944e-08,0.096651079756381,0.002,0.6338945884762796,2.3357445755192163,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.469181695514688
